Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_settings#test_env_overrides_files","OLLAMA_* env vars override config files","passed","1ms",,,"Resolve Ollama settings with env overrides passed (1ms)
  settings: { | ""url"": ""http://env:11434"", | ""model"": ""env-model"", | ""source"": ""env"" | } passed (0s)
 Verify env vars take precedence passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Precedence"
"tests.test_wrappers#test_ollama_status_line_unavailable","ollama_status_line reports unavailable when server is down","passed","1ms",,,,"Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Status"
"tests.test_cheap_llm#test_openai_compat_base","openai_compat_base appends /v1 when missing","passed","0s",,,,"Configuration","Cheap LLM adapters",,"Configuration","Cheap LLM adapters","URL normalization"
"tests.test_advisory#test_overkill_recommendations","overkill_recommendations with and without attachments","passed","1ms",,,,"Advisory","Advisory",,"Advisory","Hook advisory log",
"tests.test_paths#test_workspace_overlay_tolerates_junk","Overlay tolerates junk: non-dict yaml, non-list routes, id-less entries","passed","4ms",,,"Workspace config that is a YAML list → no overlay passed (0s)
 routes: scalar and id-less / non-dict entries are dropped passed (2ms)
  cursor_fallback-only config yields fallback-only overlay passed (1ms)","Configuration","Workspace paths",,"Configuration","Workspace paths","Workspace overlay"
"tests.test_pyramid_layer_colors#test_overrides_js_hex_matches_ssot_module","Overrides JS palette hex matches allure/pyramid-layer-colors.mjs","passed","30ms",,,"Extract SSOT hex map passed (29ms)
 Every SSOT hex appears in CSS (theme vars) passed (0s)
   missing from css: [] passed (0s)
  Override script keeps CSS var + hex fallback remapping passed (0s)","Test infrastructure","Pyramid layer colors",,"Test infrastructure","Pyramid layer colors","SSOT sync"
"tests.test_init#test_package_version","Package exposes version string","passed","1ms",,,"version: 0.7.2 passed (0s)","Package","Package metadata",,"Package","Package metadata","Version"
"tests.test_tool_output#test_version_matches_pyproject","Package version matches pyproject.toml","passed","1ms",,,"Read version from pyproject.toml passed (0s)
  pyproject version: 0.7.2 passed (0s)
  package __version__: 0.7.2 passed (0s)
 Verify versions match passed (0s)","Tool output","Output filtering",,"Tool output","Output filtering","Package version"
"tests.test_resource_probe_gaps#test_paid_economy_recommendations","paid_economy_recommendations: filters and sorts","passed","0s",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_pyramid_layer_colors#test_palette_a_unique_per_layer","Palette A has unique colors per layer in light and dark themes","passed","33ms",,,"Assert unique hex values for light and dark passed (32ms)
  palette A: { | ""light"": [ | [ | ""unit"", | ""#94ca66"" | ], | [ | ""component"", | ""#ff8200"" | ], | [ | ""integration"", | ""#7e22ce"" | ], | [ | ""api"", | ""#e8bd00"" | ], | [ | ""e2e"", | ""#dc2626"" | ], | [ | ""manual"", | ""#459bde"" | ] | ], | ""dark"": [ | [ | ""u... passed (0s)","Test infrastructure","Pyramid layer colors",,"Test infrastructure","Pyramid layer colors","Palette A uniqueness"
"tests.test_pipeline#test_parse_custom_chain","Parse custom then-chain pipeline syntax","passed","7ms",,,"Parse custom then-chain pipeline passed (7ms)
  parsed steps: [ | { | ""step_id"": ""check-meta-sync"", | ""tier"": ""python"", | ""args"": """" | }, | { | ""step_id"": ""rag"", | ""tier"": ""rag"", | ""args"": ""baseUrl -D flag"" | } | ] passed (0s)
 Verify check-meta-sync and rag steps passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Custom chain"
"tests.test_pipeline#test_parse_named_pipeline_meta_audit","Parse meta-audit named pipeline recipe","passed","7ms",,,"Parse meta-audit pipeline recipe passed (7ms)
  parsed steps: [ | { | ""step_id"": ""check-meta-sync"", | ""tier"": ""python"", | ""args"": """" | }, | { | ""step_id"": ""configurator-boolean-audit"", | ""tier"": ""python"", | ""args"": """" | } | ] passed (0s)
 Verify two-step meta-audit chain passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_pipeline#test_parse_named_pipeline_search_rag_multiword_query","Parse search-rag multi-word query with path= keyword","passed","7ms",,,"Parse search-rag with multi-word query and path= passed (6ms)
  parsed steps: [ | { | ""step_id"": ""search"", | ""tier"": ""tool"", | ""args"": ""hello world\tconfigurator-option-presets.html"" | }, | { | ""step_id"": ""rag"", | ""tier"": ""rag"", | ""args"": ""hello world"" | } | ] passed (0s)
 Verify query words join; path stays separate passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_pipeline#test_parse_named_pipeline_search_rag_multiword_positional_path","Parse search-rag multi-word query with trailing path positional","passed","6ms",,,"Parse search-rag with multi-word query + path token passed (6ms)
 Verify last token is path; earlier tokens join as query passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_pipeline#test_parse_named_pipeline_search_rag_reuses_query","Parse search-rag recipe and reuse query for RAG step","passed","7ms",,,"Parse search-rag pipeline recipe passed (6ms)
  parsed steps: [ | { | ""step_id"": ""search"", | ""tier"": ""tool"", | ""args"": ""baseUrl\tTestConfig"" | }, | { | ""step_id"": ""rag"", | ""tier"": ""rag"", | ""args"": ""baseUrl"" | } | ] passed (1ms)
 Verify search query is reused for RAG step passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_pipeline#test_parse_named_pipeline_search_rag_path_kwarg","Parse search-rag with path= keyword (agent / rule style)","passed","7ms",,,"Parse search-rag with path= keyword passed (7ms)
  parsed steps: [ | { | ""step_id"": ""search"", | ""tier"": ""tool"", | ""args"": ""baseUrl\tconfigurator-option-presets.html"" | }, | { | ""step_id"": ""rag"", | ""tier"": ""rag"", | ""args"": ""baseUrl"" | } | ] passed (0s)
 Verify path= is not treated as a literal path prefix passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_search_enrich#test_parse_hit_lines","parse_hit_lines extracts path:line:content","passed","0s",,,,"Code search","Context enrichment",,"Code search","Context enrichment","Parse hits"
"tests.test_code_search_gaps#test_parse_hit_lines_variants","parse_hit_lines skips error paths and reparses numeric mis-splits","passed","0s",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_parse_hit_lines_prefix_skips","parse_hit_lines: 'Search:'/'(' prefixed lines are skipped; real hits parse","passed","1ms",,,"'Search:'-prefixed hit-shaped line is skipped (kills case/verbatim/or→and) passed (0s)
 '('-prefixed hit-shaped line is skipped (kills '(' verbatim) passed (0s)
  a genuine hit line still parses passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_parse_hit_lines_bare_row_threaded","parse_hit_lines: bare 'line:content' row becomes a hit only via default_path","passed","0s",,,"default_path threads into normalize_hit_body to prefix the bare row passed (0s)
 without default_path the bare row is narrative → dropped passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_parse_hit_lines_continue","parse_hit_lines: non-hit and numeric-mis-split lines use continue (not break)","passed","1ms",,,"a plain non-matching line does not abort parsing (kills continue → break) passed (0s)
 numeric mis-split w/o default_path is skipped, later hit still found passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_pipeline_gaps#test_parse_pipeline_profile_threading","parse_pipeline: active-profile threading between recipe and caller profile","passed","1ms",,,"named recipe without profile → caller profile is used passed (0s)
 named recipe with its own profile → recipe profile wins (kills active and-flip) passed (0s)
  profile default '' when omitted (kills parse_pipeline profile default 'XXXX') passed (1ms)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_parse_pipeline_gaps","parse_pipeline: strips only the first 'pipeline:' colon; threads profile; empty error","passed","12ms",,,"everything after the first ':' is kept (kills split/rsplit/maxsplit variants) passed (6ms)
 empty pipeline raises the exact example message passed (6ms)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_usage#test_parse_since_invalid","parse_since rejects invalid values","passed","1ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Time filter"
"tests.test_tokens#test_collect_paths_skips_git","Path collector skips .git directories","passed","1ms",,,"Collect paths in workspace with .git passed (1ms)
  collected paths: /tmp/pytest-of-runner/pytest-0/test_collect_paths_skips_git0/.cursor/rules/test.mdc | /tmp/pytest-of-runner/pytest-0/test_collect_paths_skips_git0/.cursor/skills/configurator-boolean/SKILL.md | /tmp/pytest-of-runner/pytest-0/test_collect... passed (0s)
 Verify .git paths are excluded passed (0s)","Greedy token","Token counting",,"Greedy token","Token counting","Path collection"
"tests.test_hub_gaps#test_paths_greedy_home","paths.greedy_home from env and default","passed","0s",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_scripts_lint_gaps#test_pattern_violations","pattern_violations flags empty, lone verbs, and creative stems","passed","0s",,,,"Scripts","Scripts lint gaps",,"Scripts","Route lint",
"tests.test_pipeline#test_pipeline_continue_on_error","Pipeline continue-on-error keeps running after failure","passed","28ms",,,,"Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Continue on error"
"tests.test_pipeline#test_pipeline_dry_run","Pipeline dry-run does not execute allowlisted steps","passed","6ms",,,"Dry-run check-meta-sync then rag pipeline passed (6ms)
  planned steps: [ | { | ""step_id"": ""check-meta-sync"", | ""tier"": ""python"", | ""executed"": false | }, | { | ""step_id"": ""rag"", | ""tier"": ""rag"", | ""executed"": false | } | ] passed (0s)
 Verify steps are planned but not executed passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Dry run"
"tests.test_pipeline#test_pipeline_dry_run_ollama_no_runtime","Pipeline dry-run of an Ollama step never requires the runtime","passed","8ms",,,"Dry-run meta-audit with Ollama runtime down passed (7ms)
  ollama step output: (dry-run) cd /tmp/pytest-of-runner/pytest-0/test_pipeline_dry_run_ollama_n0 && ./scripts/ollama/audit-skill.sh .cursor/skills/other-skill/SKILL.md passed (0s)
 Verify the Ollama step is planned, not gated on availability passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Dry run"
"tests.test_pipeline#test_pipeline_execute_check_meta_sync","Pipeline execute runs check-meta-sync wrapper script","passed","26ms",,,"Execute check-meta-sync pipeline passed (24ms)
  step output: meta-sync-check-ok passed (0s)
 Verify wrapper script succeeded passed (1ms)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_pipeline_execute_meta_audit_configurator_boolean_script","Pipeline execute runs meta-audit configurator-boolean via script tier","passed","43ms",,,"Execute meta-audit pipeline for configurator-boolean passed (42ms)
  step results: [ | { | ""step_id"": ""check-meta-sync"", | ""ok"": true, | ""executed"": true | }, | { | ""step_id"": ""configurator-boolean-audit"", | ""ok"": true, | ""executed"": true | } | ] passed (0s)
  check-meta-sync output: meta-sync-check-ok passed (0s)
  configurator-boolean-audit output: {""ok"": true} passed (0s)
 Verify both python steps completed without early stop passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_pipeline_execute_search_and_rag","Pipeline execute runs search and RAG allowlisted steps","passed","20ms",,,"Execute search then RAG pipeline passed (19ms)
  step results: [ | { | ""step_id"": ""search"", | ""ok"": true, | ""executed"": true | }, | { | ""step_id"": ""rag"", | ""ok"": true, | ""executed"": true | } | ] passed (0s)
  search output: Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; passed (0s)
  rag output: RAG hits for: baseUrl -D flag | 1. [test-baseurl] score=4.0  (config) | docs/rag/config/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- | --- prior search files --- | projects/sample.js passed (0s)
 Verify both steps executed successfully passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_pipeline_execute_skips_unavailable_ollama","Pipeline execute skips Ollama step when server is unavailable","passed","28ms",,,"Execute meta-audit with Ollama unavailable passed (27ms)
  ollama step output: Cheap LLM unavailable (ollama, http://localhost:11434). Start the runtime or use the expensive LLM path (Cursor). passed (0s)
  stopped early: True passed (0s)
 Verify pipeline stops after Ollama failure passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Execute"
"tests.test_pipeline#test_format_pipeline_footer_has_by_executor","Pipeline footer includes per-executor savings table","passed","13ms",,,"Format pipeline footer from dry-run result passed (12ms)
  pipeline footer: --- | Greedy token — pipeline | Per-step savings (if each step were a separate naive Cursor chat; baseline: default-estimate): | #  step                   executor     ms   spent  baseline     saved  billing | 1  check-meta-sync        p... passed (0s)
 Verify per-executor sections; dry-run does not inflate saved passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Token footer"
